fullpolicy_nb,customerid,year,policyeffective_dt,accounting_month,insureditem_tp,policyratedstate_tp,ratedcounty_tp,zip,hazard_score,integratedcoverage_tp,propertycoveragesubtype_tp,construction_tp,roof_tp,dwellingsquarefeet_ct,dwellingstory_ct,home_age_yr,has_mortgage,ratedinsuredage_ct,meritpoint_ct,creditmodel_cd,agent_channel,directwrittenpremium_am,earnedpremium_am,tax_am,commission_expense_am,admin_expense_am,ppcvrglimit_am,grosslosspaio_am,claimcount_ct,earnedexposure_ct,writenexposure_ct,policyterm_ct,seasonal_in,multiproductdiscount_flag,delequencyflag,discountrate,new_existing_recurring_flag,netloss_paid_am,policy_renewed_flag,customertenure,incomebracket,coverageamount,deductible,customersatisfaction,complaintcount,paymentmethod,paymentdelaydays,marketingchannel,agentexperienceyears,propertyvalue,householdincome,creditscore,tenure_months,recency,frequency,monetary,average_order_value,claim_rate,complaint_rate,renewal_ratio,premium_efficiency,monetary_per_tenure,engagement_score,tenure_band,expected_claims,service_expense_am,discount_rate,projection_years,retention_probability,annual_profit,pnc_clv,clv_formula_value,profit,clv,high_value_flag
500828,CUST000828,2021,2021-02-08,2021-10-31,Rental,NY,B,11201,41.3,N,Standard,Frame,Shingle,2207,1,43,0,48,0,C,Independent,3765.23,3589.56,263.57,451.83,241.44,862746,0.0,0,0.955,1.0,12,0,1,0,0.1374,New,0.0,1,1,Middle,862746,5000,4,0,Bank Transfer,3,Online Search,13,1032611,56527,631,1,3,12,3765.23,313.76916666666665,0.0,0.0,0.08333333333333333,1.0,3765.23,0.9612369599256232,new,0.0,188.26,0.1,5,0.7879250090733702,2861.5699999999997,5862.516107189129,5862.516107189129,2861.5699999999997,5862.516107189129,1
500829,CUST000829,2021,2021-01-20,2021-11-30,Home,NY,A,10001,47.57,N,Basic,Frame,Shingle,1597,2,31,1,53,0,B,Online,2241.99,2214.91,156.94,44.84,172.89,570530,0.0,0,0.507,0.5,6,0,0,0,0.0771,New,0.0,1,1,Low,570530,500,5,0,Auto Debit,0,Email Campaign,5,797290,45214,693,1,0,6,2241.99,373.66499999999996,0.0,0.0,0.16666666666666666,1.0,2241.99,0.7577703687696461,new,0.0,112.1,0.1,5,0.8897980807257957,1928.11,5335.107111562635,5335.107111562635,1928.11,5335.107111562635,1
500830,CUST000830,2021,2021-10-03,2022-04-30,Condo,FL,A,32801,53.21,Y,Basic,Frame,Metal,1284,1,17,1,33,2,D,Independent,2036.09,2059.63,173.07,244.33,163.62,228429,0.0,0,1.038,1.0,12,0,0,0,0.045,New,0.0,1,1,Middle,228429,1500,4,0,Auto Debit,1,Online Search,4,287200,67777,605,1,1,12,2036.09,169.67416666666665,0.0,0.0,0.08333333333333333,1.0,2036.09,1.7315281792791266,new,0.0,101.8,0.1,5,0.8343104522674691,1516.89,3567.7030004546177,3567.7030004546177,1516.89,3567.7030004546177,0
500831,CUST000831,2021,2021-10-26,2022-05-31,Home,NY,A,10001,40.92,Y,Basic,Masonry,Shingle,2239,1,56,1,42,0,A,Independent,2944.16,2770.15,206.09,353.3,204.49,770520,0.0,0,0.469,0.5,6,0,1,0,0.1095,New,0.0,1,1,Middle,770520,1500,3,0,Bank Transfer,3,Partner Referral,7,947674,81019,738,1,3,6,2944.16,490.6933333333333,0.0,0.0,0.16666666666666666,1.0,2944.16,-0.39766646026060903,new,0.0,147.21,0.1,5,0.7804816715902981,2237.5599999999995,4482.787368698531,4482.787368698531,2237.5599999999995,4482.787368698531,0
500832,CUST000832,2021,2021-11-14,2022-02-28,Home,CA,B,94105,52.14,N,Basic,Mixed,Shingle,2168,2,35,0,50,1,C,Broker,3461.16,3229.77,242.28,519.17,227.75,593751,44269.72,1,0.919,1.0,12,0,1,0,0.09,New,43349.72,0,1,Middle,593751,1000,3,2,Auto Debit,0,Social Media,6,861349,70378,658,1,0,12,3461.16,288.43,0.08333333333333333,0.16666666666666666,0.0,1.0,3461.16,-2.435492762686601,new,43349.72,173.06,0.1,5,0.5441696407056105,-40823.06999999999,-38782.498671146386,-38782.498671146386,-40823.06999999999,-38782.498671146386,0
500833,CUST000833,2021,2021-05-05,2021-05-31,Home,TX,D,77001,23.91,N,Premium,Mixed,Metal,1951,2,37,1,34,0,C,Independent,904.37,905.43,63.31,108.52,112.7,241568,0.0,0,0.997,1.0,12,0,0,0,0.0884,New,0.0,1,1,Low,241568,2000,5,0,Credit Card,0,Online Search,4,251735,43224,669,1,0,12,904.37,75.36416666666666,0.0,0.0,0.08333333333333333,1.0,904.37,2.1166737889558784,new,0.0,45.22,0.1,5,0.87286429134026,687.3199999999999,1810.3357082627974,1810.3357082627974,687.3199999999999,1810.3357082627974,0
500834,CUST000834,2021,2021-08-04,2022-05-31,Rental,CA,B,94105,31.49,Y,Standard,Masonry,Metal,2239,1,30,0,39,0,B,Independent,4066.68,3939.29,284.67,488.0,255.0,990707,0.0,0,0.985,1.0,12,1,1,0,0.125,New,0.0,1,1,Upper Middle,990707,2000,5,0,Credit Card,1,Agent Referral,7,1057743,128565,712,1,1,12,4066.68,338.89,0.0,0.0,0.08333333333333333,1.0,4066.68,1.7315281792791266,new,0.0,203.33,0.1,5,0.863752899669738,3090.68,7926.615627216039,7926.615627216039,3090.68,7926.615627216039,1
500835,CUST000835,2021,2021-02-14,2021-12-31,Condo,FL,B,33601,46.02,N,Basic,Masonry,Shingle,1741,1,10,1,35,0,D,Independent,2156.42,2171.93,183.3,258.77,169.04,283092,8727.63,1,1.005,1.0,12,0,1,1,0.0874,New,7807.63,0,1,Middle,283092,1000,4,4,Credit Card,2,Agent Referral,5,402013,82422,547,1,2,12,2156.42,179.70166666666668,0.08333333333333333,0.3333333333333333,0.0,1.0,2156.42,-5.994048904777627,new,7807.63,107.82,0.1,5,0.35,-6201.1,-2884.4092677746485,-2884.4092677746485,-6201.1,-2884.4092677746485,0
500836,CUST000836,2021,2021-02-18,2021-02-28,Rental,NY,B,12207,28.13,Y,Basic,Mixed,Metal,1738,1,42,1,59,0,B,Independent,1847.3,1810.58,129.31,221.68,155.13,513824,0.0,0,0.982,1.0,12,0,0,0,0.0412,New,0.0,0,1,Middle,513824,1000,4,0,Bank Transfer,1,Social Media,5,636730,60831,713,1,1,12,1847.3,153.94166666666666,0.0,0.0,0.0,1.0,1847.3,-0.03237344962583011,new,0.0,92.36,0.1,5,0.7660414193522938,1403.95,2692.9270967994476,2692.9270967994476,1403.95,2692.9270967994476,0
500837,CUST000837,2021,2021-06-03,2021-09-30,Home,FL,C,32801,68.65,Y,Standard,Mixed,Shingle,1304,2,23,1,30,1,D,Independent,3097.11,3087.22,263.25,371.65,211.37,315165,6338.29,1,0.99,1.0,12,1,0,0,0.0515,New,5878.29,0,1,Middle,315165,500,3,1,Debit Card,2,Partner Referral,6,315801,72257,591,1,2,12,3097.11,258.09250000000003,0.08333333333333333,0.08333333333333333,0.0,1.0,3097.11,-1.8116515206713433,new,5878.29,154.86,0.1,5,0.41903938599982854,-3570.94,-2179.8028559196277,-2179.8028559196277,-3570.94,-2179.8028559196277,0
500838,CUST000838,2021,2021-04-24,2021-08-31,Home,CA,A,90001,81.16,N,Standard,Frame,Shingle,2564,1,44,0,65,0,B,Direct,6053.26,5651.49,423.73,181.6,344.4,934793,0.0,0,0.926,1.0,12,0,0,0,0.0782,New,0.0,1,1,Middle,934793,1500,4,0,Credit Card,2,Online Search,8,1099946,78529,681,1,2,12,6053.26,504.43833333333333,0.0,0.0,0.08333333333333333,1.0,6053.26,1.3463825696023748,new,0.0,302.66,0.1,5,0.9427035251433452,5145.27,16581.139578516944,16581.139578516944,5145.27,16581.139578516944,1
500839,CUST000839,2021,2021-06-06,2022-03-31,Home,WA,D,98101,16.13,Y,Basic,Masonry,Tile,1612,1,30,1,50,0,B,Broker,1313.85,1337.54,91.97,197.08,131.12,442055,7612.24,1,1.032,1.0,12,1,0,0,0.0426,New,6692.24,1,1,Middle,442055,1000,4,2,Auto Debit,1,Online Search,14,534890,81078,722,1,1,12,1313.85,109.4875,0.08333333333333333,0.16666666666666666,0.08333333333333333,1.0,1313.85,-1.056736743458396,new,6692.24,65.69,0.1,5,0.778018380076701,-5733.129999999999,-11401.124611753643,-11401.124611753643,-5733.129999999999,-11401.124611753643,0
500840,CUST000840,2021,2021-12-16,2022-02-28,Condo,FL,B,33101,32.59,N,Standard,Masonry,Metal,1857,1,30,1,23,0,B,Independent,1838.77,1877.0,156.3,220.65,154.74,349319,0.0,0,1.029,1.0,12,0,1,0,0.0856,New,0.0,1,1,Upper Middle,349319,1000,5,0,Debit Card,0,Email Campaign,9,413501,100464,691,1,0,12,1838.77,153.23083333333332,0.0,0.0,0.08333333333333333,1.0,1838.77,2.1166737889558784,new,0.0,91.94,0.1,5,0.8699072071983522,1369.8799999999999,3577.11050237927,3577.11050237927,1369.8799999999999,3577.11050237927,0
500841,CUST000841,2021,2021-12-27,2022-05-31,Home,CA,D,95814,27.09,N,Standard,Masonry,Metal,1448,3,14,1,40,0,B,Online,2009.4,2141.66,140.66,40.19,162.42,554804,0.0,0,1.044,1.0,12,0,0,0,0.1058,New,0.0,0,1,High,554804,5000,5,0,Auto Debit,1,Online Search,5,643171,174042,716,1,1,12,2009.4,167.45000000000002,0.0,0.0,0.0,1.0,2009.4,-0.03237344962583011,new,0.0,100.47,0.1,5,0.8806989766341623,1728.08,4656.760665061866,4656.760665061866,1728.08,4656.760665061866,0
500842,CUST000842,2021,2021-08-04,2022-01-31,Condo,TX,B,73301,29.95,N,Basic,Masonry,Shingle,1318,2,18,0,58,0,B,Independent,488.99,456.8,34.23,58.68,94.0,133632,0.0,0,0.922,1.0,12,1,1,0,0.0866,New,0.0,1,1,Upper Middle,133632,1000,5,0,Auto Debit,0,Partner Referral,5,186872,90693,697,1,0,12,488.99,40.74916666666667,0.0,0.0,0.08333333333333333,1.0,488.99,2.1166737889558784,new,0.0,24.45,0.1,5,0.9316301532679232,371.63,1160.2418633573066,1160.2418633573066,371.63,1160.2418633573066,0
500843,CUST000843,2021,2021-01-15,2021-10-31,Home,WA,B,98004,41.22,Y,Premium,Frame,Shingle,2013,2,55,1,33,0,C,Direct,3004.72,2975.99,210.33,90.14,207.21,681445,14753.93,1,1.001,1.0,12,0,0,0,0.0761,New,13833.93,0,1,Middle,681445,1000,4,2,Bank Transfer,2,Online Search,2,641700,75316,633,1,2,12,3004.72,250.39333333333332,0.08333333333333333,0.16666666666666666,0.0,1.0,3004.72,-3.2057839820401046,new,13833.93,150.24,0.1,5,0.4775582093821249,-11279.92,-8520.857231243535,-8520.857231243535,-11279.92,-8520.857231243535,0
500844,CUST000844,2021,2021-12-14,2022-05-31,Home,WA,D,98501,40.93,N,Basic,Frame,Shingle,2316,1,57,0,46,0,B,Direct,1620.35,1464.21,113.42,48.61,144.92,461822,0.0,0,0.9,1.0,12,0,1,0,0.1292,New,0.0,0,1,Upper Middle,461822,1000,3,0,Credit Card,2,Partner Referral,7,627121,114127,705,1,2,12,1620.35,135.02916666666667,0.0,0.0,0.0,1.0,1620.35,-0.4175190593025818,new,0.0,81.02,0.1,5,0.7180217636316905,1377.3,2282.175353680959,2282.175353680959,1377.3,2282.175353680959,0
500845,CUST000845,2021,2021-11-02,2022-02-28,Home,TX,A,73301,48.73,N,Standard,Masonry,Shingle,1918,1,56,1,48,1,A,Online,1032.77,1065.73,72.29,20.66,118.47,235914,0.0,0,1.021,1.0,12,0,0,0,0.1022,New,0.0,1,1,Upper Middle,235914,2500,4,0,Credit Card,1,Partner Referral,4,285873,120090,733,1,1,12,1032.77,86.06416666666667,0.0,0.0,0.08333333333333333,1.0,1032.77,1.7315281792791266,new,0.0,51.64,0.1,5,0.7390835255868983,888.1800000000001,1569.7588544049736,1569.7588544049736,888.1800000000001,1569.7588544049736,0
500846,CUST000846,2021,2021-02-24,2021-02-28,Home,TX,D,79901,35.26,N,Basic,Frame,Shingle,1445,2,18,1,52,0,D,Independent,790.62,830.56,55.34,94.87,107.58,150574,0.0,0,1.026,1.0,12,0,1,1,0.1053,New,0.0,1,1,Low,150574,500,4,1,Bank Transfer,8,Email Campaign,7,219960,44339,580,1,8,12,790.62,65.885,0.0,0.08333333333333333,0.08333333333333333,1.0,790.62,-2.3586235498268966,new,0.0,39.53,0.1,5,0.8465491238132501,600.88,1465.188566155446,1465.188566155446,600.88,1465.188566155446,0
500847,CUST000847,2021,2021-09-19,2021-10-31,Rental,CA,D,94105,50.19,Y,Basic,Frame,Shingle,1417,1,14,0,71,0,A,Independent,1796.03,1778.33,125.72,215.52,152.82,397116,0.0,0,1.028,1.0,12,1,1,0,0.1139,New,0.0,1,1,Upper Middle,397116,5000,4,0,Credit Card,3,Aggregator,15,489952,112175,767,1,3,12,1796.03,149.66916666666665,0.0,0.0,0.08333333333333333,1.0,1796.03,0.9612369599256232,new,0.0,89.8,0.1,5,0.8743984433074112,1364.99,3611.386330957692,3611.386330957692,1364.99,3611.386330957692,0
500848,CUST000848,2021,2021-10-22,2021-10-31,Home,NY,C,10001,26.48,N,Standard,Masonry,Shingle,1184,1,20,1,24,0,A,Direct,1333.72,1353.23,93.36,40.01,132.02,506839,0.0,0,0.994,1.0,12,0,1,0,0.1271,New,0.0,1,1,Upper Middle,506839,500,4,0,Bank Transfer,0,Email Campaign,2,595193,98234,754,1,0,12,1333.72,111.14333333333333,0.0,0.0,0.08333333333333333,1.0,1333.72,2.1166737889558784,new,0.0,66.69,0.1,5,0.7661134633384437,1133.66,2174.955162784076,2174.955162784076,1133.66,2174.955162784076,0
500849,CUST000849,2021,2021-06-18,2022-02-28,Home,CA,B,95814,50.7,Y,Standard,Mixed,Shingle,1788,1,39,0,46,0,B,Online,3454.35,3564.12,241.8,69.09,227.45,701825,0.0,0,1.024,1.0,12,1,1,0,0.1417,New,0.0,1,1,Upper Middle,701825,2000,4,1,Credit Card,0,Online Search,5,734793,111199,714,1,0,12,3454.35,287.8625,0.0,0.08333333333333333,0.08333333333333333,1.0,3454.35,0.722541327587117,new,0.0,172.72,0.1,5,0.8492050285316514,2970.74,7300.679523421077,7300.679523421077,2970.74,7300.679523421077,1
500850,CUST000850,2021,2021-11-05,2022-04-30,Home,WA,A,98101,20.44,N,Basic,Masonry,Tile,1706,1,27,1,29,0,C,Independent,1384.99,1266.05,96.95,166.2,134.32,395169,21282.08,1,0.935,1.0,12,0,1,0,0.0933,New,20822.08,0,1,Low,395169,500,4,1,Credit Card,1,Social Media,3,534346,46028,660,1,1,12,1384.99,115.41583333333334,0.08333333333333333,0.08333333333333333,0.0,1.0,1384.99,-1.4265059109945915,new,20822.08,69.25,0.1,5,0.6351025222198208,-19769.49,-25274.60089532257,-25274.60089532257,-19769.49,-25274.60089532257,0
500851,CUST000851,2021,2021-05-06,2021-06-30,Home,CA,C,90001,45.1,N,Basic,Frame,Tile,2125,2,17,1,48,2,C,Online,2869.71,2722.07,200.88,57.39,201.14,624617,0.0,0,0.965,1.0,12,0,1,1,0.1555,New,0.0,1,1,Upper Middle,624617,2000,4,0,Debit Card,6,Aggregator,1,883996,101856,673,1,6,12,2869.71,239.1425,0.0,0.0,0.08333333333333333,1.0,2869.71,-0.19419986910463183,new,0.0,143.49,0.1,5,0.8309603414934725,2467.95,5747.390864899743,5747.390864899743,2467.95,5747.390864899743,1
500852,CUST000852,2021,2021-09-24,2022-04-30,Home,TX,A,77001,36.53,N,Standard,Mixed,Metal,1577,2,10,1,30,0,D,Direct,980.86,893.92,68.66,29.43,116.14,212413,0.0,0,0.892,1.0,12,1,0,1,0.0879,New,0.0,1,1,Low,212413,1500,4,1,Debit Card,4,Agent Referral,1,262144,26052,613,1,4,12,980.86,81.73833333333333,0.0,0.08333333333333333,0.08333333333333333,1.0,980.86,-0.81804111111989,new,0.0,49.04,0.1,5,0.6283665839691657,833.7300000000001,1043.2278668249169,1043.2278668249169,833.7300000000001,1043.2278668249169,0
500853,CUST000853,2021,2021-09-11,2022-03-31,Condo,FL,D,32801,38.36,N,Premium,Mixed,Tile,1134,1,14,1,63,0,D,Broker,1755.43,1654.85,149.21,263.31,150.99,256473,0.0,0,0.955,1.0,12,1,0,0,0.0557,New,0.0,0,1,Middle,256473,1000,4,0,Credit Card,2,Agent Referral,7,271467,61246,618,1,2,12,1755.43,146.28583333333333,0.0,0.0,0.0,1.0,1755.43,-0.4175190593025818,new,0.0,87.77,0.1,5,0.7551517132271884,1255.14,2329.4275607572886,2329.4275607572886,1255.14,2329.4275607572886,0
500854,CUST000854,2021,2021-07-08,2021-07-31,Home,NY,B,11201,15.43,N,Standard,Mixed,Metal,1898,2,23,1,48,0,B,Online,2208.85,2217.08,154.62,44.18,171.4,843170,0.0,0,1.003,1.0,12,1,0,0,0.0823,New,0.0,1,1,Middle,843170,1000,4,0,Auto Debit,2,Aggregator,1,980162,88129,683,1,2,12,2208.85,184.07083333333333,0.0,0.0,0.08333333333333333,1.0,2208.85,1.3463825696023748,new,0.0,110.44,0.1,5,0.9180376661090338,1899.61,5703.47207327771,5703.47207327771,1899.61,5703.47207327771,1
500855,CUST000855,2021,2021-01-15,2021-09-30,Home,CA,C,94105,43.5,N,Standard,Masonry,Shingle,1835,1,26,0,52,0,A,Broker,2902.04,2823.41,203.14,435.31,202.59,676504,0.0,0,0.974,1.0,12,0,0,0,0.0408,New,0.0,1,1,High,676504,500,5,0,Bank Transfer,3,Partner Referral,8,800895,164697,798,1,3,12,2902.04,241.83666666666667,0.0,0.0,0.08333333333333333,1.0,2902.04,0.9612369599256232,new,0.0,145.1,0.1,5,0.9074590764198716,2118.4900000000002,6169.5265739691995,6169.5265739691995,2118.4900000000002,6169.5265739691995,1
500856,CUST000856,2021,2021-10-11,2022-08-31,Home,CA,D,92101,57.41,N,Standard,Frame,Shingle,2127,1,52,1,23,0,B,Online,4445.9,4226.2,311.21,88.92,272.07,826077,0.0,0,0.948,1.0,12,0,1,0,0.1167,New,0.0,1,1,High,826077,1000,4,0,Auto Debit,1,Partner Referral,7,929496,164867,690,1,1,12,4445.9,370.4916666666666,0.0,0.0,0.08333333333333333,1.0,4445.9,1.7315281792791266,new,0.0,222.3,0.1,5,0.8365820833723011,3823.4699999999993,9053.272412476495,9053.272412476495,3823.4699999999993,9053.272412476495,1
500857,CUST000857,2021,2021-09-08,2022-06-30,Home,NY,B,12207,31.21,Y,Standard,Masonry,Shingle,2479,2,38,1,23,0,B,Direct,4137.86,4192.61,289.65,124.14,258.2,1061376,0.0,0,1.025,1.0,12,1,0,0,0.0802,New,0.0,1,1,Upper Middle,1061376,1000,5,0,Auto Debit,0,Partner Referral,1,1095665,96384,720,1,0,12,4137.86,344.82166666666666,0.0,0.0,0.08333333333333333,1.0,4137.86,2.1166737889558784,new,0.0,206.89,0.1,5,0.8374062476854754,3517.18,8348.317277319275,8348.317277319275,3517.18,8348.317277319275,1
500858,CUST000858,2021,2021-08-16,2021-08-31,Home,TX,C,77001,29.03,N,Premium,Masonry,Tile,2895,2,22,1,44,0,B,Online,1609.99,1629.79,112.7,32.2,144.45,449187,0.0,0,1.026,1.0,12,1,0,0,0.0875,New,0.0,1,1,Middle,449187,1000,5,0,Auto Debit,0,Aggregator,1,467955,75782,727,1,0,12,1609.99,134.16583333333332,0.0,0.0,0.08333333333333333,1.0,1609.99,2.1166737889558784,new,0.0,80.5,0.1,5,0.856596405044494,1384.59,3477.3423068899347,3477.3423068899347,1384.59,3477.3423068899347,0
500859,CUST000859,2021,2021-10-17,2022-06-30,Home,CA,C,90001,38.21,Y,Standard,Mixed,Tile,2803,1,14,0,50,1,C,Independent,6558.56,6258.87,459.1,787.03,367.13,1197185,0.0,0,0.928,1.0,12,0,0,0,0.0655,New,0.0,1,1,Middle,1197185,1000,5,0,Credit Card,4,Agent Referral,6,1223496,89215,666,1,4,12,6558.56,546.5466666666667,0.0,0.0,0.08333333333333333,1.0,6558.56,0.5760913502488715,new,0.0,327.93,0.1,5,0.8871737920647476,4984.5,13687.432001277306,13687.432001277306,4984.5,13687.432001277306,1
500860,CUST000860,2021,2021-09-25,2022-06-30,Condo,NY,B,12207,26.66,Y,Basic,Masonry,Shingle,1412,1,27,0,49,1,D,Independent,2655.96,2850.05,185.92,318.72,191.52,540274,4361.73,1,1.05,1.0,12,1,1,0,0.097,New,2981.73,1,1,Upper Middle,540274,1500,4,0,Auto Debit,1,Online Search,6,661787,112826,619,1,1,12,2655.96,221.33,0.08333333333333333,0.0,0.08333333333333333,1.0,2655.96,1.7315281792791266,new,2981.73,132.8,0.1,5,0.7361405322530605,-963.21,-1687.1434804643175,-1687.1434804643175,-963.21,-1687.1434804643175,0
500861,CUST000861,2021,2021-06-20,2021-06-30,Home,TX,B,78701,38.0,N,Standard,Mixed,Shingle,1553,3,26,1,51,1,D,Online,1156.67,1141.66,80.97,23.13,124.05,190695,24551.62,2,0.987,1.0,12,1,0,1,0.0795,New,23631.62,0,1,Middle,190695,500,3,0,Bank Transfer,6,Agent Referral,3,226850,59815,561,1,6,12,1156.67,96.38916666666667,0.16666666666666666,0.0,0.0,1.0,1156.67,-1.9581014980095888,new,23631.62,57.83,0.1,5,0.4075851296078092,-22636.88,-13231.972526071053,-13231.972526071053,-22636.88,-13231.972526071053,0
500862,CUST000862,2021,2021-09-14,2022-07-31,Rental,TX,D,73301,35.02,Y,Basic,Frame,Metal,1966,1,28,1,53,0,C,Online,1002.77,1016.76,70.19,20.06,117.12,234736,0.0,0,1.005,1.0,12,1,1,0,0.1179,New,0.0,1,1,Low,234736,1000,4,0,Auto Debit,0,Online Search,5,292811,46780,647,1,0,12,1002.77,83.56416666666667,0.0,0.0,0.08333333333333333,1.0,1002.77,2.1166737889558784,new,0.0,50.14,0.1,5,0.7583296738109465,862.38,1615.9919978734852,1615.9919978734852,862.38,1615.9919978734852,0
500863,CUST000863,2021,2021-01-08,2021-05-31,Rental,WA,D,99201,20.65,N,Basic,Masonry,Tile,1995,2,35,0,64,1,C,Online,1531.13,1441.59,107.18,30.62,140.9,395674,12981.12,1,0.948,1.0,12,0,0,0,0.0763,New,12061.12,0,1,Middle,395674,1000,4,1,Debit Card,1,Partner Referral,1,563959,76298,627,1,1,12,1531.13,127.59416666666668,0.08333333333333333,0.08333333333333333,0.0,1.0,1531.13,-1.4265059109945915,new,12061.12,76.56,0.1,5,0.44955757731949436,-10744.350000000002,-7341.360384338074,-7341.360384338074,-10744.350000000002,-7341.360384338074,0
500864,CUST000864,2021,2021-09-07,2021-10-31,Home,WA,A,99201,32.72,Y,Premium,Mixed,Tile,2273,3,37,0,61,0,A,Online,2285.06,2179.09,159.95,45.7,174.83,749195,0.0,0,0.931,1.0,12,1,0,0,0.0851,New,0.0,1,1,Upper Middle,749195,1000,4,0,Credit Card,1,Agent Referral,3,691195,115052,740,1,1,12,2285.06,190.42166666666665,0.0,0.0,0.08333333333333333,1.0,2285.06,1.7315281792791266,new,0.0,114.25,0.1,5,0.7985893369234685,1965.1600000000003,4156.636277829582,4156.636277829582,1965.1600000000003,4156.636277829582,0
500865,CUST000865,2021,2021-08-27,2022-02-28,Condo,WA,D,98101,25.1,N,Basic,Frame,Tile,1473,1,41,1,64,0,D,Online,1202.84,1204.65,84.2,24.06,126.13,255323,0.0,0,1.036,1.0,12,1,0,1,0.0605,New,0.0,1,1,Low,255323,1000,4,1,Bank Transfer,13,Partner Referral,4,357413,49303,610,1,13,12,1202.84,100.23666666666666,0.0,0.08333333333333333,0.08333333333333333,1.0,1202.84,-4.284351598210655,new,0.0,60.14,0.1,5,0.7425929019460711,1034.4399999999998,1847.9211306672096,1847.9211306672096,1034.4399999999998,1847.9211306672096,0
500866,CUST000866,2021,2021-08-05,2022-06-30,Condo,NY,A,10001,27.78,N,Premium,Masonry,Shingle,1096,1,43,1,34,1,B,Online,1649.84,1635.82,115.49,33.0,146.24,453789,18413.14,1,1.016,1.0,12,1,0,0,0.0844,New,17953.14,1,1,Middle,453789,500,4,0,Auto Debit,1,Agent Referral,5,492513,57653,692,1,1,12,1649.84,137.48666666666665,0.08333333333333333,0.0,0.08333333333333333,1.0,1649.84,1.7315281792791266,new,17953.14,82.49,0.1,5,0.5662594240801497,-16534.280000000002,-16907.5140434501,-16907.5140434501,-16534.280000000002,-16907.5140434501,0
500867,CUST000867,2021,2021-12-05,2022-04-30,Condo,NY,A,10001,37.97,N,Basic,Mixed,Tile,1521,1,42,1,41,1,C,Direct,1945.24,1885.89,136.17,58.36,159.54,461705,31523.12,1,0.489,0.5,6,0,0,0,0.0816,New,31063.12,1,1,Middle,461705,500,4,1,Bank Transfer,4,Online Search,5,664793,81368,647,1,4,6,1945.24,324.20666666666665,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1945.24,-3.5710769926748833,new,31063.12,97.26,0.1,5,0.6702385523716181,-29409.669999999995,-42014.22432319788,-42014.22432319788,-29409.669999999995,-42014.22432319788,0
500868,CUST000868,2021,2021-10-21,2022-07-31,Condo,WA,B,98004,18.75,Y,Standard,Frame,Metal,1200,1,19,0,61,0,C,Online,942.05,915.69,65.94,18.84,114.39,300461,0.0,0,0.936,1.0,12,0,0,1,0.0931,New,0.0,1,1,Middle,300461,2000,4,0,Auto Debit,3,Social Media,1,329241,64067,635,1,3,12,942.05,78.50416666666666,0.0,0.0,0.08333333333333333,1.0,942.05,0.9612369599256232,new,0.0,47.1,0.1,5,0.7239493881924922,810.1699999999998,1367.1072068947822,1367.1072068947822,810.1699999999998,1367.1072068947822,0
500869,CUST000869,2021,2021-07-06,2021-10-31,Home,FL,B,32801,54.7,N,Basic,Mixed,Metal,1879,3,28,1,47,0,C,Online,2893.85,2688.81,245.98,57.88,202.22,391870,0.0,0,0.459,0.5,6,1,0,0,0.0884,New,0.0,1,1,Middle,391870,500,4,0,Debit Card,2,Online Search,8,543960,57317,637,1,2,6,2893.85,482.30833333333334,0.0,0.0,0.16666666666666666,1.0,2893.85,-0.012520850583857324,new,0.0,144.69,0.1,5,0.8636591512317664,2445.2999999999997,6269.699539681593,6269.699539681593,2445.2999999999997,6269.699539681593,1
500870,CUST000870,2021,2021-06-23,2021-07-31,Home,CA,C,90001,49.27,Y,Basic,Mixed,Tile,2035,2,18,1,43,0,B,Independent,3315.61,3298.48,232.09,397.87,221.2,664784,0.0,0,0.957,1.0,12,1,0,0,0.0471,New,0.0,1,1,Middle,664784,500,5,0,Auto Debit,2,Agent Referral,10,799758,72618,683,1,2,12,3315.61,276.30083333333334,0.0,0.0,0.08333333333333333,1.0,3315.61,1.3463825696023748,new,0.0,165.78,0.1,5,0.8566027109606293,2519.87,6328.669609549659,6328.669609549659,2519.87,6328.669609549659,1
500871,CUST000871,2021,2021-03-06,2021-04-30,Home,CA,B,90001,33.88,Y,Basic,Frame,Metal,2480,1,16,1,55,1,D,Online,4482.77,4200.67,313.79,89.66,273.72,807575,0.0,0,0.927,1.0,12,0,0,1,0.0964,New,0.0,1,1,Low,807575,2500,5,0,Credit Card,6,Email Campaign,3,1005049,29037,597,1,6,12,4482.77,373.5641666666667,0.0,0.0,0.08333333333333333,1.0,4482.77,-0.19419986910463183,new,0.0,224.14,0.1,5,0.8240691366220501,3855.1800000000007,8796.685200625658,8796.685200625658,3855.1800000000007,8796.685200625658,1
500872,CUST000872,2021,2021-06-13,2021-06-30,Home,TX,B,79901,40.21,N,Standard,Frame,Shingle,2521,1,2,1,50,1,C,Online,1489.06,1541.23,104.23,29.78,139.01,351316,0.0,0,1.05,1.0,12,1,1,1,0.1258,New,0.0,1,1,Middle,351316,1000,4,0,Credit Card,6,Aggregator,5,406230,52657,656,1,6,12,1489.06,124.08833333333332,0.0,0.0,0.08333333333333333,1.0,1489.06,-0.19419986910463183,new,0.0,74.45,0.1,5,0.7156972306740215,1280.6,2106.8263116895714,2106.8263116895714,1280.6,2106.8263116895714,0
