FULLPOLICY_NB,CustomerID,Year,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG,CustomerTenure,IncomeBracket,CoverageAmount,Deductible,CustomerSatisfaction,ComplaintCount,PaymentMethod,PaymentDelayDays,MarketingChannel,AgentExperienceYears,PropertyValue,HouseholdIncome,CreditScore
502287,CUST002287,2021,2021-08-12,2022-01-31,Home,FL,A,32801,60.53,Y,Standard,Masonry,Metal,2875,2,36,0,63,0,A,Direct,3861.07,3687.13,328.19,115.83,245.75,666614,0.0,0,0.954,1.0,12,1,0,0,0.0928,New,0.0,1,1,Upper Middle,666614,5000,5,0,Debit Card,0,Agent Referral,7,726747,98201,743
502288,CUST002288,2021,2021-09-11,2021-11-30,Home,WA,D,98101,22.07,N,Premium,Mixed,Tile,1962,2,8,1,40,0,D,Direct,2464.03,2380.96,172.48,73.92,182.88,612545,45241.33,1,0.971,1.0,12,1,1,0,0.1111,New,44781.33,1,1,Middle,612545,500,3,0,Debit Card,1,Email Campaign,2,617895,75258,614
502289,CUST002289,2021,2021-03-10,2021-10-31,Home,FL,B,32801,40.59,N,Basic,Mixed,Metal,2005,1,11,1,39,0,D,Broker,2392.5,2410.94,203.36,358.87,179.66,362272,0.0,0,1.007,1.0,12,0,1,1,0.1144,New,0.0,1,1,Low,362272,2000,4,0,Auto Debit,5,Online Search,7,512282,46057,603
502290,CUST002290,2021,2021-11-13,2022-05-31,Home,FL,A,33101,53.51,Y,Standard,Mixed,Metal,1881,1,28,1,31,0,B,Online,2419.77,2478.14,205.68,48.4,180.89,435053,0.0,0,1.012,1.0,12,0,1,0,0.1248,New,0.0,1,1,Middle,435053,500,4,0,Bank Transfer,1,Partner Referral,6,452356,85324,693
502291,CUST002291,2021,2021-06-01,2021-07-31,Home,CA,C,94105,32.56,N,Basic,Masonry,Metal,1432,2,40,1,64,0,D,Online,2337.25,2245.85,163.61,46.75,177.18,391109,0.0,0,0.922,1.0,12,1,0,1,0.0649,New,0.0,1,1,Middle,391109,1000,3,0,Auto Debit,3,Online Search,6,567564,78054,607
502292,CUST002292,2021,2021-06-12,2021-08-31,Home,NY,D,11201,39.69,N,Standard,Frame,Shingle,2240,2,41,1,48,0,B,Independent,3570.66,3779.76,249.95,428.48,232.68,826610,0.0,0,0.517,0.5,6,1,0,0,0.0571,New,0.0,0,1,Middle,826610,1000,4,0,Bank Transfer,1,Aggregator,10,989624,78738,714
502293,CUST002293,2021,2021-06-21,2021-06-30,Rental,TX,D,78701,22.05,N,Basic,Masonry,Metal,2083,2,7,1,53,1,C,Direct,862.84,753.27,60.4,25.89,110.83,226548,15516.12,1,0.893,1.0,12,1,1,0,0.1238,New,14596.12,0,1,Low,226548,1000,4,1,Auto Debit,0,Agent Referral,1,308671,42681,641
502294,CUST002294,2021,2021-04-18,2021-05-31,Home,FL,D,33601,51.11,Y,Basic,Frame,Shingle,1872,1,10,1,60,0,C,Broker,2468.57,2517.13,209.83,370.29,183.09,361619,0.0,0,1.048,1.0,12,0,0,0,0.0838,New,0.0,0,1,Upper Middle,361619,2000,4,0,Credit Card,1,Aggregator,11,474858,105905,667
502295,CUST002295,2021,2021-05-21,2021-05-31,Home,CA,B,95814,48.2,Y,Premium,Masonry,Shingle,1951,3,20,0,75,0,A,Online,4265.23,3947.21,298.57,85.3,263.94,892759,0.0,0,0.947,1.0,12,0,0,0,0.081,New,0.0,1,1,Low,892759,500,4,0,Bank Transfer,3,Social Media,7,797272,39945,737
502296,CUST002296,2021,2021-04-05,2021-07-31,Rental,FL,B,33101,45.89,Y,Basic,Mixed,Metal,1791,2,9,0,52,0,D,Online,2797.7,2680.45,237.8,55.95,197.9,332880,0.0,0,0.948,1.0,12,0,0,0,0.0707,New,0.0,1,1,Low,332880,1000,3,0,Debit Card,0,Online Search,3,416064,48046,576
502297,CUST002297,2021,2021-05-08,2021-05-31,Home,WA,B,98501,15.87,Y,Standard,Frame,Metal,2024,1,27,1,41,4,D,Broker,2802.65,2665.3,196.19,420.4,198.12,639050,42639.64,1,0.943,1.0,12,0,0,0,0.0424,New,41719.64,0,1,Low,639050,1000,4,2,Auto Debit,0,Partner Referral,6,664658,29588,542
502298,CUST002298,2021,2021-04-24,2021-06-30,Home,CA,C,92101,51.73,N,Standard,Frame,Tile,2608,3,15,1,43,0,C,Broker,5208.71,5092.74,364.61,781.31,306.39,993162,0.0,0,0.481,0.5,6,0,0,0,0.0682,New,0.0,0,1,Upper Middle,993162,1500,4,0,Debit Card,1,Social Media,8,1154130,90966,633
502299,CUST002299,2021,2021-10-11,2022-05-31,Rental,NY,D,14604,32.9,N,Standard,Mixed,Shingle,1589,1,45,0,36,2,C,Independent,2878.4,2685.18,201.49,345.41,201.53,581738,37910.48,2,0.937,1.0,12,0,1,1,0.0943,New,35150.48,1,1,High,581738,1500,3,1,Auto Debit,2,Partner Referral,14,699786,170405,653
502300,CUST002300,2021,2021-11-08,2021-11-30,Home,WA,D,98004,9.21,Y,Basic,Masonry,Tile,1444,1,13,1,41,1,D,Direct,1577.84,1497.96,110.45,47.34,143.0,405779,0.0,0,0.949,1.0,12,0,0,0,0.0755,New,0.0,1,1,Low,405779,1500,4,0,Bank Transfer,2,Aggregator,10,487389,38952,613
502301,CUST002301,2021,2021-06-01,2022-02-28,Rental,CA,A,90001,63.7,N,Basic,Mixed,Shingle,1925,1,16,1,40,1,D,Online,4202.35,4099.91,294.16,84.05,261.11,562571,0.0,0,0.475,0.5,6,1,0,1,0.0753,New,0.0,1,1,Middle,562571,1500,4,0,Debit Card,3,Online Search,6,765140,56735,555
502302,CUST002302,2021,2021-12-04,2022-02-28,Home,CA,B,90001,43.42,Y,Premium,Masonry,Tile,2357,1,53,0,38,0,C,Online,5317.26,5310.57,372.21,106.35,311.28,1050679,0.0,0,0.987,1.0,12,0,1,0,0.1289,New,0.0,1,1,Upper Middle,1050679,1000,5,0,Auto Debit,0,Agent Referral,4,969028,118948,677
502303,CUST002303,2021,2021-12-24,2022-07-31,Home,CA,D,94105,41.34,N,Basic,Masonry,Shingle,1599,2,39,1,57,0,B,Direct,2490.9,2418.14,174.36,74.73,184.09,506163,0.0,0,0.962,1.0,12,0,0,0,0.1049,New,0.0,1,1,Middle,506163,5000,4,0,Auto Debit,0,Agent Referral,1,734109,84720,692
502304,CUST002304,2021,2021-02-25,2021-02-28,Condo,CA,A,90001,40.52,N,Basic,Mixed,Metal,1455,1,16,1,49,0,D,Online,2291.26,2171.92,160.39,45.83,175.11,395217,0.0,0,0.923,1.0,12,0,0,1,0.0857,New,0.0,1,1,Middle,395217,500,3,1,Auto Debit,6,Online Search,9,571901,69817,536
502305,CUST002305,2021,2021-08-26,2022-06-30,Rental,NY,B,10001,19.97,Y,Basic,Masonry,Tile,2198,1,19,0,82,0,B,Independent,2877.43,2915.58,201.42,345.29,201.48,893872,0.0,0,0.999,1.0,12,1,0,0,0.0705,New,0.0,1,1,Middle,893872,2500,5,0,Auto Debit,1,Email Campaign,4,1141851,67769,685
502306,CUST002306,2021,2021-02-23,2021-08-31,Rental,TX,C,78701,34.68,N,Standard,Frame,Shingle,1162,1,3,1,39,0,B,Broker,551.93,600.34,38.64,82.79,96.84,135036,9059.12,1,1.049,1.0,12,0,0,0,0.0511,New,8139.12,1,1,Upper Middle,135036,1000,3,0,Credit Card,1,Partner Referral,9,160072,100210,698
502307,CUST002307,2021,2021-08-19,2022-06-30,Home,FL,D,33301,57.29,Y,Basic,Mixed,Tile,1834,1,21,0,60,0,B,Independent,2702.66,2614.99,229.73,324.32,193.62,412721,0.0,0,0.962,1.0,12,1,0,0,0.0626,New,0.0,1,1,Middle,412721,500,4,0,Credit Card,4,Online Search,7,504935,67904,702
502308,CUST002308,2021,2021-03-06,2021-10-31,Home,FL,C,33101,62.15,N,Premium,Frame,Shingle,1959,2,34,1,46,0,B,Direct,2761.91,2512.58,234.76,82.86,196.29,411892,53449.44,2,0.895,1.0,12,0,0,0,0.1002,New,44249.44,0,1,Upper Middle,411892,5000,3,1,Auto Debit,1,Agent Referral,8,422071,131107,719
502309,CUST002309,2021,2021-02-17,2021-08-31,Home,TX,B,79901,34.4,Y,Basic,Masonry,Shingle,1580,1,10,1,69,0,A,Online,699.37,623.64,48.96,13.99,103.47,200789,0.0,0,0.877,1.0,12,0,1,0,0.101,New,0.0,1,1,Middle,200789,500,4,0,Credit Card,2,Agent Referral,9,242044,84033,732
502310,CUST002310,2021,2021-11-13,2022-03-31,Home,FL,D,32801,52.06,Y,Standard,Frame,Tile,2316,2,38,0,64,0,C,Broker,4108.47,4046.61,349.22,616.27,256.88,564258,52357.23,1,0.963,1.0,12,0,1,0,0.101,New,51897.23,1,1,Middle,564258,500,4,0,Auto Debit,0,Partner Referral,9,535153,60146,627
502311,CUST002311,2021,2021-03-15,2021-08-31,Home,CA,B,94105,38.06,N,Standard,Mixed,Tile,1853,3,28,1,49,0,A,Independent,2683.17,2856.71,187.82,321.98,192.74,691863,0.0,0,1.036,1.0,12,0,0,0,0.0603,New,0.0,1,1,Middle,691863,500,4,1,Credit Card,1,Online Search,6,839498,80032,751
502312,CUST002312,2021,2021-09-01,2022-07-31,Rental,TX,B,79901,28.48,N,Basic,Frame,Tile,1746,3,0,0,47,0,A,Independent,548.04,473.11,38.36,65.77,96.66,203141,0.0,0,0.886,1.0,12,1,1,0,0.1308,New,0.0,1,1,Middle,203141,2000,4,0,Credit Card,1,Online Search,9,276154,74206,737
502313,CUST002313,2021,2021-07-03,2021-11-30,Home,NY,C,10001,37.16,Y,Standard,Mixed,Metal,1595,1,26,0,55,1,B,Online,3048.1,2902.16,213.37,60.96,209.16,907744,0.0,0,0.947,1.0,12,1,0,0,0.1116,New,0.0,1,1,Middle,907744,2000,4,0,Auto Debit,2,Email Campaign,2,927050,64611,721
502314,CUST002314,2021,2021-03-08,2021-05-31,Home,FL,C,33101,54.02,N,Basic,Masonry,Shingle,1807,1,17,1,23,1,C,Online,2894.66,2984.57,246.05,57.89,202.26,350203,0.0,0,1.05,1.0,12,0,0,0,0.0668,New,0.0,1,1,Low,350203,1000,4,0,Credit Card,2,Email Campaign,4,502621,32116,646
502315,CUST002315,2021,2021-09-17,2022-01-31,Rental,TX,C,73301,34.57,Y,Standard,Masonry,Tile,2487,1,15,0,50,0,A,Broker,1201.6,1178.67,84.11,180.24,126.07,339051,0.0,0,0.986,1.0,12,1,0,0,0.0456,New,0.0,1,1,Upper Middle,339051,1000,5,1,Auto Debit,1,Social Media,5,373668,104658,732
502316,CUST002316,2021,2021-05-01,2021-09-30,Condo,CA,A,95814,50.1,Y,Standard,Masonry,Shingle,1519,2,36,0,57,0,B,Direct,3197.62,3100.06,223.83,95.93,215.89,621717,0.0,0,0.993,1.0,12,0,0,0,0.0938,New,0.0,1,1,High,621717,5000,4,0,Credit Card,4,Aggregator,6,643464,161938,727
502317,CUST002317,2021,2021-10-12,2022-06-30,Home,NY,C,10001,37.64,N,Standard,Frame,Tile,1398,1,42,0,62,0,A,Online,1465.74,1443.1,102.6,29.31,137.96,495558,0.0,0,1.003,1.0,12,0,0,0,0.114,New,0.0,1,1,Middle,495558,2000,4,0,Credit Card,4,Email Campaign,7,593338,73535,769
502318,CUST002318,2021,2021-06-02,2021-08-31,Rental,TX,D,73301,21.3,Y,Basic,Masonry,Tile,1203,1,0,0,65,0,C,Broker,590.95,569.99,41.37,88.64,98.59,146321,0.0,0,1.005,1.0,12,1,1,0,0.0813,New,0.0,1,1,Middle,146321,1000,4,1,Credit Card,3,Agent Referral,8,184917,84985,656
502319,CUST002319,2021,2021-12-25,2022-08-31,Home,FL,C,33301,51.0,Y,Basic,Mixed,Metal,2274,2,37,0,53,1,C,Online,3023.72,2950.55,257.02,60.47,208.07,444791,7195.56,1,0.97,1.0,12,0,1,0,0.114,New,6275.56,0,1,Middle,444791,1000,4,0,Bank Transfer,1,Agent Referral,3,529989,62378,653
502320,CUST002320,2021,2021-08-06,2022-01-31,Rental,NY,A,11201,45.97,N,Standard,Mixed,Shingle,1658,2,29,1,46,1,B,Independent,2449.26,2413.2,171.45,293.91,182.22,627118,60003.84,1,0.975,1.0,12,1,1,0,0.136,New,55403.84,1,1,Middle,627118,5000,4,2,Credit Card,4,Online Search,9,728132,56091,681
502321,CUST002321,2021,2021-02-12,2021-12-31,Home,FL,B,32801,51.39,N,Standard,Frame,Tile,1838,1,21,1,37,0,C,Independent,2170.29,2038.05,184.47,260.43,169.66,306764,0.0,0,0.947,1.0,12,0,0,0,0.0544,New,0.0,1,1,Middle,306764,500,5,0,Credit Card,0,Online Search,7,358461,52757,670
502322,CUST002322,2021,2021-02-25,2021-02-28,Home,TX,D,78701,30.94,N,Standard,Frame,Metal,1917,2,23,1,41,0,B,Direct,847.05,868.49,59.29,25.41,110.12,260027,0.0,0,1.03,1.0,12,0,1,0,0.1385,New,0.0,1,1,Middle,260027,2000,5,0,Debit Card,2,Online Search,1,308681,77044,711
502323,CUST002323,2021,2021-12-12,2021-12-31,Home,TX,C,73301,49.35,Y,Standard,Frame,Shingle,1699,2,30,0,68,0,A,Broker,947.19,935.73,66.3,142.08,114.62,255299,0.0,0,0.509,0.5,6,0,1,0,0.1293,New,0.0,0,1,High,255299,2500,4,1,Auto Debit,5,Agent Referral,10,269621,248425,748
502324,CUST002324,2021,2021-06-16,2022-02-28,Rental,CA,A,92101,58.37,N,Standard,Masonry,Metal,700,2,41,1,40,0,C,Broker,1317.96,1308.59,92.26,197.69,131.31,234813,13206.72,1,0.958,1.0,12,1,1,0,0.0938,New,12286.72,1,1,Middle,234813,1000,3,1,Bank Transfer,2,Agent Referral,12,276166,66965,666
502325,CUST002325,2021,2021-04-12,2021-04-30,Home,WA,B,98004,21.76,N,Basic,Frame,Metal,2594,3,20,0,64,0,C,Online,2324.44,2320.44,162.71,46.49,176.6,659367,0.0,0,0.981,1.0,12,0,0,0,0.0632,New,0.0,1,1,Low,659367,500,4,0,Auto Debit,0,Online Search,9,936751,48782,649
502326,CUST002326,2021,2021-02-09,2021-05-31,Home,CA,B,95814,58.13,Y,Basic,Frame,Shingle,2177,1,43,0,72,1,B,Independent,3976.09,3660.67,278.33,477.13,250.92,690570,30322.26,1,0.926,1.0,12,0,0,0,0.0753,New,25722.26,0,1,Upper Middle,690570,5000,4,0,Credit Card,1,Email Campaign,10,889855,91485,683
502327,CUST002327,2021,2021-08-26,2021-10-31,Home,CA,A,90001,68.79,Y,Standard,Frame,Shingle,1658,3,34,1,28,0,C,Direct,4176.7,3968.32,292.37,125.3,259.95,615191,0.0,0,0.972,1.0,12,1,0,0,0.062,New,0.0,1,1,Low,615191,500,4,1,Bank Transfer,2,Agent Referral,1,670779,27238,679
502328,CUST002328,2021,2021-05-26,2021-05-31,Condo,TX,A,79901,43.15,N,Standard,Frame,Shingle,1078,1,24,1,64,0,D,Broker,664.85,607.05,46.54,99.73,101.92,124602,372.94,1,0.938,1.0,12,0,0,1,0.0753,New,0.0,0,1,Low,124602,5000,4,0,Debit Card,3,Online Search,9,160113,33259,597
502329,CUST002329,2021,2021-05-20,2021-06-30,Home,CA,B,94105,47.75,Y,Standard,Mixed,Tile,3290,1,35,1,42,0,B,Broker,5618.97,6006.39,393.33,842.85,324.85,1276895,0.0,0,1.05,1.0,12,0,1,0,0.1175,New,0.0,1,1,Upper Middle,1276895,5000,4,1,Auto Debit,2,Agent Referral,4,1320376,92646,694
502330,CUST002330,2021,2021-06-22,2021-10-31,Condo,NY,D,12207,33.4,Y,Standard,Frame,Shingle,1140,1,15,0,60,0,C,Independent,2485.38,2293.07,173.98,298.25,183.84,543392,0.0,0,0.931,1.0,12,1,0,0,0.0835,New,0.0,1,1,Middle,543392,5000,4,0,Credit Card,2,Online Search,8,546117,64073,637
502331,CUST002331,2021,2021-07-03,2021-09-30,Home,WA,D,98501,31.67,Y,Standard,Masonry,Shingle,1006,2,24,0,77,0,A,Independent,940.93,987.24,65.86,112.91,114.34,294610,0.0,0,1.027,1.0,12,1,0,0,0.0541,New,0.0,1,1,High,294610,500,4,2,Auto Debit,2,Online Search,9,296281,152750,745
502332,CUST002332,2021,2021-06-24,2022-03-31,Rental,FL,D,32801,56.18,Y,Premium,Mixed,Shingle,850,3,25,1,48,0,A,Direct,1495.28,1447.71,127.1,44.86,139.29,237568,0.0,0,0.971,1.0,12,1,1,0,0.1098,New,0.0,1,1,Upper Middle,237568,1000,3,1,Auto Debit,0,Agent Referral,3,214537,136060,738
502333,CUST002333,2021,2021-06-27,2021-08-31,Home,FL,B,33301,51.09,N,Standard,Frame,Tile,1935,1,17,0,72,0,C,Independent,2579.06,2261.57,219.22,309.49,188.06,397403,0.0,0,0.904,1.0,12,1,1,0,0.1019,New,0.0,1,1,Upper Middle,397403,1000,4,0,Credit Card,2,Partner Referral,11,464516,90117,665
502334,CUST002334,2021,2021-12-19,2022-02-28,Home,NY,A,11201,52.22,N,Standard,Frame,Shingle,2284,1,47,1,33,0,C,Independent,4290.01,4742.93,300.3,514.8,265.05,871621,9260.04,1,1.05,1.0,12,0,0,1,0.0561,New,8340.04,0,1,Low,871621,1000,4,0,Bank Transfer,8,Online Search,11,1055075,49034,624
502335,CUST002335,2021,2021-11-15,2022-01-31,Home,TX,C,78701,38.76,Y,Premium,Mixed,Shingle,895,2,14,1,37,1,B,Independent,665.15,585.63,46.56,79.82,101.93,156887,13520.27,2,0.921,1.0,12,0,1,0,0.1042,New,11680.27,1,1,Low,156887,1000,3,0,Credit Card,3,Email Campaign,6,146112,31839,729
502336,CUST002336,2021,2021-11-02,2021-11-30,Home,WA,A,98501,22.66,N,Basic,Masonry,Metal,3135,1,40,1,54,0,C,Online,2498.87,2144.99,174.92,49.98,184.45,727389,31668.45,1,0.442,0.5,6,0,0,1,0.1176,New,27068.45,0,1,Middle,727389,5000,3,2,Bank Transfer,12,Agent Referral,8,999345,75319,625
502337,CUST002337,2021,2021-06-16,2022-01-31,Home,WA,A,98101,30.75,N,Standard,Mixed,Metal,1847,2,41,0,52,1,B,Independent,1573.74,1465.43,110.16,188.85,142.82,473921,0.0,0,0.466,0.5,6,1,1,0,0.0882,New,0.0,1,1,Middle,473921,1000,5,0,Credit Card,2,Online Search,7,563372,79827,715
502338,CUST002338,2021,2021-03-15,2021-11-30,Home,WA,A,98501,35.19,N,Standard,Frame,Tile,1173,2,0,0,46,0,C,Online,1025.45,1068.75,71.78,20.51,118.15,286061,26822.43,2,1.026,1.0,12,0,0,0,0.0814,New,25902.43,1,1,Middle,286061,500,3,0,Debit Card,3,Online Search,4,363990,84520,637
502339,CUST002339,2021,2021-04-13,2021-04-30,Rental,WA,D,99201,29.2,N,Basic,Frame,Tile,1841,2,48,0,41,0,C,Independent,1511.72,1371.38,105.82,181.41,140.03,350971,0.0,0,0.892,1.0,12,0,0,0,0.0474,New,0.0,1,1,Middle,350971,1000,4,0,Credit Card,1,Online Search,13,498181,58855,645
502340,CUST002340,2021,2021-12-27,2022-09-30,Condo,CA,C,94105,52.79,N,Premium,Frame,Shingle,1587,1,21,0,56,0,B,Direct,3069.51,2965.58,214.87,92.09,210.13,621181,18955.0,1,0.983,1.0,12,0,0,0,0.1138,New,17115.0,1,1,Middle,621181,2000,3,2,Credit Card,2,Agent Referral,1,662358,62498,689
502341,CUST002341,2021,2021-06-16,2021-07-31,Home,TX,C,77001,33.26,Y,Standard,Masonry,Shingle,1262,2,27,1,61,0,C,Independent,717.25,674.16,50.21,86.07,104.28,159868,0.0,0,0.948,1.0,12,1,1,0,0.0954,New,0.0,1,1,Middle,159868,500,4,0,Debit Card,2,Email Campaign,12,174511,52951,679
502342,CUST002342,2021,2021-02-23,2021-08-31,Home,NY,D,12207,33.38,Y,Basic,Frame,Tile,2246,1,48,1,64,0,D,Independent,4516.8,4269.28,316.18,542.02,275.26,914676,50008.03,1,0.946,1.0,12,0,0,1,0.0963,New,45408.03,0,1,Upper Middle,914676,5000,3,1,Credit Card,4,Agent Referral,6,1117686,94841,599
502343,CUST002343,2021,2021-02-19,2021-06-30,Home,FL,C,33101,55.05,N,Standard,Mixed,Metal,1557,2,32,1,50,0,C,Online,2396.03,2398.91,203.66,47.92,179.82,354981,0.0,0,1.009,1.0,12,0,1,0,0.1005,New,0.0,1,1,Upper Middle,354981,1000,5,0,Credit Card,0,Social Media,8,426969,117777,628
502344,CUST002344,2021,2021-01-23,2021-01-31,Rental,TX,B,79901,37.26,N,Basic,Frame,Shingle,2402,1,0,1,41,1,B,Online,1164.44,1091.63,81.51,23.29,124.4,273357,0.0,0,0.918,1.0,12,0,0,0,0.0808,New,0.0,1,1,Middle,273357,1500,4,1,Auto Debit,1,Agent Referral,7,387594,68178,696
502345,CUST002345,2021,2021-06-14,2022-02-28,Home,WA,A,99201,30.13,N,Basic,Mixed,Metal,2051,2,51,1,46,1,D,Independent,1984.08,1873.7,138.89,238.09,161.28,417679,0.0,0,0.936,1.0,12,1,0,0,0.0523,New,0.0,1,1,Middle,417679,1000,4,0,Credit Card,0,Partner Referral,5,611104,69547,619
502346,CUST002346,2021,2021-05-17,2021-10-31,Home,TX,B,73301,40.97,Y,Basic,Frame,Shingle,1508,3,18,0,55,0,A,Online,586.17,595.22,41.03,11.72,98.38,170225,30705.33,1,0.497,0.5,6,0,0,0,0.0826,New,30245.33,1,1,Middle,170225,500,4,1,Credit Card,1,Agent Referral,2,208082,88321,737
502347,CUST002347,2021,2021-03-04,2021-03-31,Home,WA,D,99201,27.48,Y,Basic,Mixed,Tile,1579,2,25,0,57,0,C,Broker,1542.72,1594.01,107.99,231.41,141.42,417913,0.0,0,1.027,1.0,12,0,0,0,0.0784,New,0.0,1,1,Upper Middle,417913,2000,4,0,Bank Transfer,6,Agent Referral,7,523076,107795,651
502348,CUST002348,2021,2021-11-21,2021-11-30,Home,WA,A,99201,30.27,N,Basic,Frame,Tile,1521,2,11,0,58,1,A,Online,1102.34,1050.2,77.16,22.05,121.61,390407,0.0,0,0.939,1.0,12,0,0,0,0.0905,New,0.0,1,1,Low,390407,2000,5,0,Credit Card,2,Agent Referral,4,537141,32101,730
502349,CUST002349,2021,2021-07-03,2021-07-31,Rental,FL,B,32801,39.43,Y,Basic,Masonry,Tile,1066,2,32,0,53,0,B,Online,955.61,878.16,81.23,19.11,115.0,176239,8241.08,1,0.941,1.0,12,1,1,0,0.1284,New,7321.08,0,1,Upper Middle,176239,1000,4,0,Credit Card,4,Partner Referral,5,214091,98226,729
502350,CUST002350,2021,2021-04-02,2022-02-28,Home,WA,B,98101,21.64,N,Standard,Mixed,Tile,2717,1,39,1,57,2,D,Independent,3318.78,3329.86,232.31,398.25,221.34,747950,0.0,0,0.994,1.0,12,0,1,1,0.1323,New,0.0,1,1,Upper Middle,747950,2500,4,1,Debit Card,3,Email Campaign,9,891836,117382,571
502351,CUST002351,2021,2021-06-16,2021-06-30,Home,NY,C,14604,40.94,Y,Premium,Frame,Shingle,1999,2,23,0,53,0,A,Online,3871.47,3810.2,271.0,77.43,246.22,1203178,23966.39,1,0.969,1.0,12,1,1,0,0.1435,New,22126.39,0,1,High,1203178,2000,3,0,Bank Transfer,1,Online Search,11,1076230,182261,816
502352,CUST002352,2021,2021-02-10,2021-02-28,Home,FL,D,33601,62.99,Y,Premium,Mixed,Shingle,1649,2,37,1,55,0,B,Online,3226.13,3059.14,274.22,64.52,217.18,419938,19718.65,3,0.954,1.0,12,0,0,0,0.0725,New,16958.65,0,1,Middle,419938,1000,3,2,Auto Debit,1,Agent Referral,11,386409,52108,698
502353,CUST002353,2021,2021-10-04,2021-10-31,Rental,NY,C,14604,29.81,N,Basic,Frame,Metal,1372,1,32,1,50,3,C,Online,1458.99,1266.06,102.13,29.18,137.65,381449,0.0,0,0.859,1.0,12,0,1,0,0.1541,New,0.0,0,1,Middle,381449,2000,5,0,Auto Debit,0,Aggregator,4,534593,65788,635
502354,CUST002354,2021,2021-05-23,2021-12-31,Home,TX,C,77001,27.63,N,Standard,Masonry,Tile,2417,2,26,0,50,0,D,Independent,1383.58,1300.07,96.85,166.03,134.26,256109,24876.6,1,0.936,1.0,12,0,0,0,0.049,New,23956.6,1,1,Low,256109,1000,3,1,Bank Transfer,4,Agent Referral,7,303683,28999,522
502355,CUST002355,2021,2021-03-17,2021-03-31,Condo,FL,B,33101,35.88,N,Basic,Masonry,Metal,1129,1,15,0,69,0,B,Broker,748.65,708.61,63.64,112.3,105.69,157642,0.0,0,0.95,1.0,12,0,1,0,0.1049,New,0.0,1,1,Middle,157642,1000,4,0,Debit Card,3,Online Search,7,228777,74349,692
502356,CUST002356,2021,2021-02-15,2021-06-30,Condo,CA,C,94105,65.98,N,Basic,Frame,Tile,1423,1,34,1,31,1,D,Online,2772.92,2782.3,194.1,55.46,196.78,401508,0.0,0,1.027,1.0,12,0,0,0,0.0783,New,0.0,1,1,Middle,401508,500,4,1,Auto Debit,1,Agent Referral,4,542344,50443,619
502357,CUST002357,2021,2021-11-19,2022-09-30,Home,NY,D,11201,33.4,N,Basic,Frame,Shingle,2791,1,39,1,45,0,B,Independent,2975.42,2875.31,208.28,357.05,205.89,830784,0.0,0,0.959,1.0,12,0,1,0,0.1046,New,0.0,1,1,Middle,830784,1000,4,0,Credit Card,2,Agent Referral,7,1225319,53238,687
502358,CUST002358,2021,2021-05-17,2021-07-31,Condo,WA,D,98501,17.94,Y,Standard,Mixed,Metal,1537,1,33,1,33,1,C,Online,1599.86,1414.94,111.99,32.0,143.99,469276,0.0,0,0.909,1.0,12,0,0,1,0.0999,New,0.0,1,1,Upper Middle,469276,2000,4,0,Auto Debit,3,Social Media,5,495764,99489,624
502359,CUST002359,2021,2021-10-17,2022-04-30,Condo,NY,C,12207,39.03,N,Standard,Mixed,Shingle,1207,2,30,0,74,1,C,Online,2018.6,2199.59,141.3,40.37,162.84,447878,0.0,0,0.541,0.5,6,0,1,0,0.1232,New,0.0,1,1,Upper Middle,447878,500,4,1,Auto Debit,0,Social Media,7,547793,101429,632
502360,CUST002360,2021,2021-10-26,2022-04-30,Condo,CA,C,95814,52.15,N,Standard,Mixed,Tile,1240,1,36,0,69,0,A,Broker,1477.22,1505.1,103.41,221.58,138.48,357042,0.0,0,1.013,1.0,12,0,1,0,0.0832,New,0.0,1,1,High,357042,1500,5,1,Bank Transfer,2,Aggregator,10,411063,152033,754
502361,CUST002361,2021,2021-11-27,2022-02-28,Home,TX,A,77001,36.29,Y,Basic,Masonry,Shingle,1209,1,23,1,56,0,A,Independent,661.93,699.24,46.34,79.43,101.79,169172,0.0,0,1.05,1.0,12,0,0,0,0.0634,New,0.0,1,1,Upper Middle,169172,1000,5,0,Credit Card,3,Online Search,7,212696,106786,767
